	image_path	airplane	bare-soil	buildings	cars	chaparral	court	dock	field	grass	mobile-home	pavement	sand	sea	ship	storage tanks	trees	water	Artificial Surfaces	Industrial, Commercial, and Transport Units	Mine, Dump, and Construction Sites	Urban Fabric	Forest and Semi-Natural Areas	Shrub and/or Herbaceous Vegetation Associations	Agricultural Areas	Arable Land	Road and Rail Networks and Associated Land	Water Bodies	Marine Waters	Forests	Inland Waters
192	airplane92.tif	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
193	airplane93.tif	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
194	airplane94.tif	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
195	airplane95.tif	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
196	airplane96.tif	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
197	airplane97.tif	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
198	airplane98.tif	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
199	airplane99.tif	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
200	baseballdiamond00.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0
201	baseballdiamond01.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
202	baseballdiamond02.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0
203	baseballdiamond03.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
204	baseballdiamond04.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
205	baseballdiamond05.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0
206	baseballdiamond06.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0
207	baseballdiamond07.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
208	baseballdiamond08.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
209	baseballdiamond09.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0
210	baseballdiamond10.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
211	baseballdiamond11.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
212	baseballdiamond12.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
213	baseballdiamond13.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
214	baseballdiamond14.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
215	baseballdiamond15.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
216	baseballdiamond16.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
217	baseballdiamond17.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
218	baseballdiamond18.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
219	baseballdiamond19.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
220	baseballdiamond20.tif	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0
221	baseballdiamond21.tif	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
222	baseballdiamond22.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0
223	baseballdiamond23.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
224	baseballdiamond24.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
225	baseballdiamond25.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
226	baseballdiamond26.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
227	baseballdiamond27.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
228	baseballdiamond28.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
229	baseballdiamond29.tif	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0
230	baseballdiamond30.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
231	baseballdiamond31.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
232	baseballdiamond32.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
233	baseballdiamond33.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
234	baseballdiamond34.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
235	baseballdiamond35.tif	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0
236	baseballdiamond36.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
237	baseballdiamond37.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
238	baseballdiamond38.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
239	baseballdiamond39.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
240	baseballdiamond40.tif	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0
241	baseballdiamond41.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
242	baseballdiamond42.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
243	baseballdiamond43.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
244	baseballdiamond44.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
245	baseballdiamond45.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
246	baseballdiamond46.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
247	baseballdiamond47.tif	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0
248	baseballdiamond48.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
249	baseballdiamond49.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
250	baseballdiamond50.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
251	baseballdiamond51.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
252	baseballdiamond52.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
253	baseballdiamond53.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
254	baseballdiamond54.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
255	baseballdiamond55.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
256	baseballdiamond56.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
257	baseballdiamond57.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
258	baseballdiamond58.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
259	baseballdiamond59.tif	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0
260	baseballdiamond60.tif	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
261	baseballdiamond61.tif	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0
262	baseballdiamond62.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
263	baseballdiamond63.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0
264	baseballdiamond64.tif	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0
265	baseballdiamond65.tif	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0
266	baseballdiamond66.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
267	baseballdiamond67.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
268	baseballdiamond68.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
269	baseballdiamond69.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
270	baseballdiamond70.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
271	baseballdiamond71.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0
272	baseballdiamond72.tif	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0
273	baseballdiamond73.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
274	baseballdiamond74.tif	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
275	baseballdiamond75.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
276	baseballdiamond76.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
277	baseballdiamond77.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
278	baseballdiamond78.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
279	baseballdiamond79.tif	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0
280	baseballdiamond80.tif	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0
281	baseballdiamond81.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
282	baseballdiamond82.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
283	baseballdiamond83.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
284	baseballdiamond84.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
285	baseballdiamond85.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
286	baseballdiamond86.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
287	baseballdiamond87.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
288	baseballdiamond88.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
289	baseballdiamond89.tif	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0
290	baseballdiamond90.tif	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
291	baseballdiamond91.tif	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0
292	baseballdiamond92.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
293	baseballdiamond93.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
294	baseballdiamond94.tif	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0
295	baseballdiamond95.tif	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0
296	baseballdiamond96.tif	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0
297	baseballdiamond97.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
298	baseballdiamond98.tif	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
299	baseballdiamond99.tif	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0
300	beach00.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
301	beach01.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
302	beach02.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
303	beach03.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
304	beach04.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
305	beach05.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
306	beach06.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
307	beach07.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
308	beach08.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
309	beach09.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
310	beach10.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
311	beach11.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
312	beach12.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
313	beach13.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
314	beach14.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
315	beach15.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
316	beach16.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
317	beach17.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
318	beach18.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
319	beach19.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
320	beach20.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0
321	beach21.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
322	beach22.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
323	beach23.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
324	beach24.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
325	beach25.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
326	beach26.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
327	beach27.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
328	beach28.tif	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
329	beach29.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
330	beach30.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
331	beach31.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
332	beach32.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
333	beach33.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
334	beach34.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
335	beach35.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
336	beach36.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
337	beach37.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
338	beach38.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
339	beach39.tif	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0
340	beach40.tif	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0
341	beach41.tif	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0
342	beach42.tif	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	0
343	beach43.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
344	beach44.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
345	beach45.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
346	beach46.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
347	beach47.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
348	beach48.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
349	beach49.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
350	beach50.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
351	beach51.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
352	beach52.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
353	beach53.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
354	beach54.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
355	beach55.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
356	beach56.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
357	beach57.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
358	beach58.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0
359	beach59.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
360	beach60.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
361	beach61.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
362	beach62.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
363	beach63.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
364	beach64.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
365	beach65.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
366	beach66.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
367	beach67.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
368	beach68.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
369	beach69.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
370	beach70.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
371	beach71.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
372	beach72.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
373	beach73.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
374	beach74.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
375	beach75.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
376	beach76.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
377	beach77.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
378	beach78.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
379	beach79.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
380	beach80.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
381	beach81.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
382	beach82.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
383	beach83.tif	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
